City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
237,hermanus,-34.4187,19.2345,19.33000000000004,53,100,1.63,ZA,1684763213
238,akhmim,26.5622,31.745,37.110000000000014,10,18,4.06,EG,1684763213
239,kurumkan,54.3,110.3,12.78000000000003,43,99,2.58,RU,1684763213
240,iskateley,67.6803,53.1512,19.960000000000036,42,82,5.11,RU,1684763213
241,jaguarari,-10.2639,-40.1958,26.110000000000014,53,67,6.31,BR,1684763213
242,ullal,12.8,74.85,30.53000000000003,74,40,3.09,IN,1684763214
243,plettenberg bay,-34.0527,23.3716,16.57000000000005,63,100,4.48,ZA,1684763214
244,santiago de surco,-12.15,-77.0167,22.710000000000036,81,100,3.09,PE,1684763214
245,urangan,-25.3,152.9,18.610000000000014,71,0,5.11,AU,1684763214
246,pubal,37.2917,127.5078,17.689999999999998,76,0,1.03,KR,1684763214
247,djambala,-2.5447,14.7533,26.54000000000002,67,91,1.64,CG,1684763214
248,mkokotoni,-5.8767,39.2547,28.090000000000032,76,20,3.72,TZ,1684763214
249,lionel town,17.8101,-77.2406,29.939999999999998,63,5,0.75,JM,1684763214
250,qamdo,31.1667,97.2333,3.640000000000043,56,95,1.63,CN,1684763214
251,salalah,17.0151,54.0924,32.05000000000001,66,40,6.17,OM,1684763214
252,tchintabaraden,15.8969,5.7985,40.18000000000001,18,100,3.33,NE,1684763214
253,port shepstone,-30.7414,30.455,18.78000000000003,64,33,6.41,ZA,1684763189
254,salinas,36.6777,-121.6555,12.170000000000016,88,100,3.6,US,1684763064
255,itaguacu,-19.8019,-40.8556,25.49000000000001,53,100,0.32,BR,1684763215
256,qashar,53.3906,62.9297,24.879999999999995,28,69,4.2,KZ,1684763215
257,siwa oasis,29.2041,25.5195,32.170000000000016,15,0,6.72,EG,1684763215
258,ilhabela,-23.7781,-45.3581,24.730000000000018,55,98,1.3,BR,1684763215
259,waterloo,43.4668,-80.5164,13.740000000000009,65,0,5.66,CA,1684763102
260,pangody,65.85,74.4859,11.129999999999995,67,41,3.61,RU,1684763215
261,shenkursk,62.1091,42.896,21.390000000000043,40,92,0.83,RU,1684763215
262,lianyuan,27.6883,111.6642,14.980000000000018,89,100,1.35,CN,1684763216
263,port lincoln,-34.7333,135.8667,13.590000000000032,74,74,2.28,AU,1684763216
264,wenchang,30.904,118.4887,13.430000000000007,93,91,2.64,CN,1684763216
265,palikir - national government center,6.9248,158.1611,24.410000000000025,94,40,1.54,FM,1684763216
266,hluti,-27.2167,31.6167,19.060000000000002,39,50,3.59,SZ,1684763216
267,cockburn town,21.4612,-71.1419,26.670000000000016,77,100,5.8,TC,1684763216
268,tolanaro,-25.0319,46.9987,25.04000000000002,65,20,6.17,MG,1684763216
269,turpan,42.9333,89.1667,26.650000000000034,30,98,6.88,CN,1684763216
270,kegeyli shahar,42.7767,59.6078,30.05000000000001,30,100,6.56,UZ,1684763216
271,poso,-1.3959,120.7524,25.379999999999995,88,55,2.06,ID,1684763216
272,arraial do cabo,-22.9661,-42.0278,24.920000000000016,65,75,4.12,BR,1684763217
273,serra,-20.1286,-40.3078,23.03000000000003,78,75,3.09,BR,1684763217
274,fort mcmurray,56.7268,-111.381,12.730000000000018,87,75,2.06,CA,1684763217
275,santiago del torno,-17.9833,-63.3833,23.100000000000023,65,30,4.06,BO,1684763217
276,ruy barbosa,-12.2839,-40.4939,27.75,49,33,3.39,BR,1684763217
277,al ghayzah,16.2079,52.176,30.840000000000032,63,85,7.73,YE,1684763217
278,ekibastuz,51.6667,75.3667,21.390000000000043,30,56,3.86,KZ,1684763217
279,molalla,45.1473,-122.577,11.970000000000027,73,100,1.54,US,1684763217
280,kangal,39.2335,37.3911,10.590000000000032,81,100,5.97,TR,1684763217
281,prince rupert,54.3161,-130.3201,9.830000000000041,80,40,7.72,CA,1684763217
282,codrington,-38.2667,141.9667,11.930000000000007,75,100,3.8,AU,1684763217
283,kununurra,-15.7667,128.7333,18.99000000000001,37,0,3.09,AU,1684763218
284,las lomitas,-24.7096,-60.593,23.480000000000018,76,38,2.78,AR,1684763218
285,boyolangu,-8.1181,111.8935,23.590000000000032,88,67,1.77,ID,1684763218
286,nelson bay,-32.7167,152.15,12.78000000000003,80,0,2.68,AU,1684763218
287,ilaro,6.8865,3.0205,30.620000000000005,63,78,3.45,NG,1684763218
288,smithers,54.7804,-127.1743,8.180000000000007,71,40,1.03,CA,1684763141
289,mega,4.05,38.3,19.870000000000005,72,69,4.85,ET,1684763218
290,keflavik,64.0049,-22.5624,7.9500000000000455,65,75,8.75,IS,1684763219
291,farasan,16.7022,42.1183,31.53000000000003,72,0,4.78,SA,1684763219
292,afaahiti,-17.75,-149.2833,25.930000000000007,78,0,6.34,PF,1684763219
293,manicore,-5.8092,-61.3003,29.970000000000027,84,0,1.03,BR,1684763219
294,dryden,49.7833,-92.7503,8.160000000000025,61,0,4.12,CA,1684763008
295,hithadhoo,-0.6,73.0833,28.810000000000002,70,61,1.8,MV,1684763219
296,westport,41.1415,-73.3579,20.610000000000014,66,0,5.14,US,1684763107
297,nemuro,43.3236,145.575,7.050000000000011,89,100,5.65,JP,1684763219
298,bucerias,20.75,-105.3333,22.99000000000001,88,0,0.0,MX,1684763220
299,colonia,50.9333,6.95,25.54000000000002,63,20,6.17,DE,1684763220
300,isangel,-19.55,169.2667,23.170000000000016,83,100,5.65,VU,1684763220
301,namtsy,62.7161,129.6658,-0.7299999999999613,72,20,2.97,RU,1684763221
302,port douglas,-16.4833,145.4667,20.30000000000001,73,77,4.72,AU,1684763221
303,hammerfest,70.6634,23.6821,15.25,51,20,3.6,NO,1684763221
304,ulanhot,46.0833,122.0833,16.890000000000043,30,5,0.84,CN,1684763221
305,dogubayazit,39.5469,44.0842,19.200000000000045,38,85,5.0,TR,1684763221
306,tralee,52.2704,-9.7026,16.140000000000043,63,40,3.6,IE,1684763222
307,chonchi,-42.6128,-73.8092,2.5600000000000023,93,67,1.27,CL,1684763222
308,labrador city,52.9463,-66.9114,-2.0499999999999545,80,75,3.6,CA,1684763112
309,sulak,43.2734,47.5146,21.480000000000018,65,74,4.6,RU,1684763222
310,new norfolk,-42.7826,147.0587,12.720000000000027,62,97,3.58,AU,1684763222
311,klyuchi,52.2667,79.1667,20.04000000000002,35,38,2.34,RU,1684763222
312,nouadhibou,20.931,-17.0347,24.99000000000001,53,100,6.69,MR,1684763223
313,queenstown,-31.8976,26.8753,13.310000000000002,36,6,1.72,ZA,1684763223
314,kill devil hills,36.0307,-75.676,20.010000000000048,77,0,3.6,US,1684763223
315,thompson,55.7435,-97.8558,6.090000000000032,52,100,2.57,CA,1684763155
316,praia da vitoria,38.7333,-27.0667,18.75,100,75,5.7,PT,1684763223
317,aykhal,66.0,111.5,-0.9399999999999977,86,100,2.89,RU,1684763223
318,omurtag,43.1,26.4167,16.460000000000036,79,100,3.52,BG,1684763224
319,saint john's,47.5649,-52.7093,14.04000000000002,94,75,6.69,CA,1684763118
320,chilecito,-29.1619,-67.4974,17.07000000000005,46,18,2.55,AR,1684763224
321,chernyshevskiy,63.0128,112.4714,2.590000000000032,53,100,1.37,RU,1684763224
322,jerecuaro,20.15,-100.5167,20.420000000000016,59,32,0.86,MX,1684763224
323,aripuana,-9.1667,-60.6333,31.560000000000002,53,8,1.45,BR,1684763224
324,sake,-1.5736,29.045,25.340000000000032,77,75,0.59,CD,1684763224
325,lihue,21.9789,-159.3672,23.77000000000004,86,100,6.69,US,1684763225
326,cabugao,17.7931,120.4578,31.05000000000001,81,43,2.23,PH,1684763225
327,el alto,-4.2714,-81.2147,22.810000000000002,72,7,3.12,PE,1684763225
328,anna regina,7.2644,-58.5077,26.77000000000004,88,100,3.97,GY,1684763225
329,kismayo,-0.3582,42.5454,28.420000000000016,73,65,5.52,SO,1684763225
330,diego de almagro,-26.3667,-70.05,21.100000000000023,19,2,0.31,CL,1684763225
